1786877825	37232	82288
1786877826	46704	82288
1786877827	54944	82288
1786877828	62464	82288
1786877829	69536	82288
1786877830	77296	82288
1786877831	83616	82288
1786877832	90704	82288
1786877833	96944	82288
1786877834	107968	82288
1786877835	112000	82288
1786877836	123808	82288
1786877838	130128	82288
1786877839	137616	82288
1786877840	145696	82288
1786877841	149248	82288
1786877842	158000	82288
1786877843	166640	82288
1786877844	176928	82288
1786877845	334128	82304
1786877846	378208	82304
1786877847	394112	82304
1786877848	394528	82304
1786877849	394640	82304
1786877850	394704	82304
1786877851	394736	82304
1786877852	394832	82304
1786877853	394848	82304
1786877855	398016	82304
1786877856	398064	82304
1786877857	398096	82304
1786877858	398096	82304
1786877859	398096	82304
1786877860	398112	82304
1786877861	398128	82304
1786877862	398160	82304
1786877863	398160	82304
1786877864	398160	82304
1786877865	398176	82304
1786877866	398176	82304
1786877867	398176	82304
1786877869	398208	82304
1786877870	398208	82304
1786877871	398208	82304
1786877872	398496	82304
1786877873	398496	82304
1786877874	398528	82304
1786877875	398544	82304
1786877876	399008	82304
1786877877	399312	82304
1786877878	399328	82304
1786877879	399344	82304
1786877880	399344	82304
1786877881	399344	82304
1786877882	399376	82304
1786877884	399392	82304
1786877885	399408	82304
1786877886	399424	82304
1786877887	399440	82304
1786877888	399520	82304
1786877889	399552	82304
1786877890	399552	82304
1786877891	399552	82304
1786877892	399552	82304
1786877893	399584	82304
1786877894	399616	82304
1786877895	399616	82304
1786877896	399616	82304
1786877897	399616	82304
