1786851073.330280369	32032	5
1786851073.590992610	32032	5
1786851073.851097735	32032	5
1786851074.112047015	32032	5
1786851074.372351791	31540	8
1786851074.634042403	31856	12
1786851074.894565257	34384	16
1786851075.155304937	34112	20
1786851075.416380618	34600	24
1786851075.677539745	36648	30
1786851075.938367776	36952	33
1786851076.199402758	36952	37
1786851076.460140481	36952	41
1786851076.720404062	39000	45
1786851076.981427960	39168	51
1786851077.241745182	41116	57
1786851077.502369658	41676	83
1786851077.763141598	41828	109
1786851078.023520662	41972	135
1786851078.284248344	41972	162
1786851078.544415516	44184	188
1786851078.804228575	43812	213
1786851079.064099622	43384	240
1786851079.324900559	43580	266
1786851079.585703188	44104	292
1786851079.847345152	44296	319
1786851080.107876346	43968	344
1786851080.368711522	44168	371
1786851080.629631075	44844	397
1786851080.890680218	44844	423
1786851081.151733498	44844	449
1786851081.412589297	44844	475
1786851081.674273073	44548	502
1786851081.935452550	44548	527
1786851082.196063410	44796	554
1786851082.456690949	45000	580
1786851082.718386518	45000	606
1786851082.978652034	44404	632
1786851083.239014766	44404	659
1786851083.499794986	44404	685
1786851083.760342654	44404	711
1786851084.021200466	44568	737
1786851084.282030030	44568	763
1786851084.543454801	44568	789
1786851084.804025680	44812	816
1786851085.064756352	44812	842
1786851085.326051943	44812	868
1786851085.586481355	47096	894
1786851085.847284979	47096	920
1786851086.108268187	46788	946
1786851086.368634600	47284	973
1786851086.628714478	47036	999
1786851086.889816247	47288	1025
1786851087.150667424	47288	1051
1786851087.410524191	47288	1078
1786851087.671501396	47288	1104
1786851087.932157083	47288	1130
1786851088.192538952	47288	1156
1786851088.453271257	47288	1182
1786851088.713199753	47288	1208
1786851088.973158533	47288	1234
1786851089.233289728	47288	1260
1786851089.493238088	47288	1286
1786851089.753733519	47288	1312
1786851090.014477589	47288	1339
1786851090.274899430	47288	1365
1786851090.535201848	47036	1391
1786851090.795956818	49536	1416
1786851091.056098208	49536	1443
1786851091.316346470	49572	1469
1786851091.576644564	48932	1496
1786851091.837242436	49424	1521
1786851092.097789143	49584	1548
1786851092.357644381	48976	1574
1786851092.618064967	51488	1599
1786851092.879692039	51488	1626
1786851093.139808702	51024	1652
1786851093.399748946	51688	1678
1786851093.659654027	51384	1704
1786851093.919573122	51384	1730
1786851094.179548968	51384	1756
1786851094.440170421	51384	1783
1786851094.700348594	51384	1809
1786851094.961443895	51384	1835
1786851095.222641946	51620	1861
1786851095.483050384	51620	1887
1786851095.743128946	51620	1913
1786851096.003698002	51620	1939
1786851096.263670505	51620	1965
1786851096.524494555	51620	1992
1786851096.784367915	50920	2018
1786851097.044896056	51364	2044
1786851097.304693774	51140	2070
1786851097.565470947	53820	2096
1786851097.825558209	52620	2123
1786851098.085604194	52304	2149
1786851098.345942357	52516	2174
1786851098.605808970	52780	2201
1786851098.866015908	52996	2227
1786851099.127140760	52692	2252
1786851099.388088418	52692	2279
1786851099.649220671	52644	2306
1786851099.910009644	53956	2331
1786851100.170173551	53956	2358
1786851100.430310697	53956	2384
1786851100.690911480	53956	2409
1786851100.951193841	53956	2435
1786851101.211428996	53956	2462
1786851101.471729516	53956	2488
1786851101.731930230	53956	2513
1786851101.993043270	53876	2541
1786851102.253514671	53876	2567
1786851102.513848574	53876	2593
1786851102.774806072	53876	2619
1786851103.035214736	53876	2645
1786851103.295820527	53876	2670
1786851103.555980202	53876	2696
1786851103.815734672	53876	2723
1786851104.075453591	53876	2749
1786851104.335358894	55924	2775
1786851104.595188430	55924	2802
1786851104.855352569	55924	2827
1786851105.115201930	55924	2853
1786851105.375008242	55924	2880
1786851105.634833354	55924	2905
1786851105.894777476	55924	2931
1786851106.155057713	55924	2957
1786851106.414891004	55924	2984
1786851106.674578280	55924	3010
1786851106.934379930	55924	3036
1786851107.194465449	55924	3062
1786851107.454662020	55924	3088
1786851107.715731244	55924	3114
1786851107.976110605	55924	3141
1786851108.236374527	55924	3167
1786851108.496390914	55924	3193
1786851108.757160841	55924	3219
1786851109.017028468	55924	3245
1786851109.277692318	55924	3271
1786851109.537652614	56128	3297
1786851109.797773341	56128	3323
1786851110.058080206	58176	3350
1786851110.318568397	58176	3375
1786851110.579098190	58176	3401
1786851110.839690453	58176	3427
1786851111.099936048	58176	3454
1786851111.360395034	58176	3480
1786851111.620619939	58176	3507
1786851111.880394121	58176	3533
1786851112.141571593	58176	3558
1786851112.402193062	58176	3585
1786851112.662982290	58176	3610
1786851112.923333672	58176	3637
1786851113.183806544	58176	3663
1786851113.444774774	58176	3689
1786851113.705028915	58176	3715
1786851113.967054235	58176	3742
1786851114.227264085	58176	3768
1786851114.487835651	58176	3794
1786851114.748813253	58176	3820
1786851115.009659944	58176	3846
1786851115.271097341	58176	3873
1786851115.532043053	58176	3899
1786851115.793468147	58176	3925
1786851116.055076227	58176	3951
1786851116.315516912	58176	3977
1786851116.577475124	58176	4004
1786851116.839069010	58176	4030
1786851117.099280481	58176	4055
1786851117.359532479	58176	4082
1786851117.619536568	58176	4108
1786851117.880120668	58176	4134
1786851118.140923776	58176	4161
1786851118.401102779	58176	4187
1786851118.661568232	58176	4213
1786851118.921600355	58176	4239
1786851119.182523991	58176	4265
1786851119.443417351	58176	4291
1786851119.704285694	58176	4317
1786851119.965426922	58176	4343
1786851120.227046769	58176	4370
1786851120.489098916	58176	4396
1786851120.750606410	58176	4422
1786851121.011806656	58176	4449
1786851121.272775607	58176	4475
1786851121.533242796	58176	4501
1786851121.793797619	58176	4527
1786851122.053664902	58176	4553
1786851122.314035210	58176	4579
1786851122.574643928	58176	4605
1786851122.834582232	58176	4632
1786851123.095487668	58176	4657
1786851123.355359423	58176	4684
1786851123.615935569	58176	4710
1786851123.876030791	58176	4736
1786851124.136029676	58176	4762
1786851124.396032461	58176	4788
1786851124.656770074	58176	4814
1786851124.917220715	58176	4841
1786851125.178726597	58176	4867
1786851125.439959824	58176	4879
1786851125.700568855	58176	4879
1786851125.961347176	58176	4879
1786851126.221738760	58176	4879
1786851126.482029923	58176	4879
1786851126.742265779	58176	4879
1786851127.002760315	58176	4879
1786851127.263418780	58176	4879
1786851127.523488158	58176	4879
1786851127.784025035	58176	4879
1786851128.044509327	58176	4879
1786851128.305125165	58176	4879
