1786878211	41072	82288
1786878212	54768	82288
1786878213	59696	82288
1786878214	63584	82288
1786878215	67760	82288
1786878216	70816	82288
1786878217	72224	82288
1786878218	77920	82288
1786878219	82800	82288
1786878221	82896	82288
1786878222	87760	82288
1786878223	87808	82288
1786878224	95808	82288
1786878225	96224	82288
1786878226	101536	82288
1786878227	101680	82288
1786878228	106336	82288
1786878229	109968	82288
1786878230	110048	82288
1786878231	237088	82304
1786878232	280896	82304
1786878233	293296	82304
1786878234	315536	82304
1786878236	315728	82304
1786878237	315888	82304
1786878238	315968	82304
1786878239	316112	82304
1786878240	337872	82304
1786878241	343632	82304
1786878242	343696	82304
1786878243	343760	82304
1786878244	343760	82304
1786878245	389840	82304
1786878247	389840	82304
1786878248	389840	82304
1786878249	389856	82304
1786878250	390048	82304
1786878251	390048	82304
1786878252	390064	82304
1786878253	390064	82304
1786878254	390080	82304
1786878255	390080	82304
1786878256	390096	82304
1786878257	390096	82304
1786878258	390128	82304
1786878259	390128	82304
1786878260	390176	82304
1786878262	390192	82304
1786878263	390224	82304
1786878264	390256	82304
1786878265	390288	82304
1786878266	390288	82304
1786878267	390320	82304
1786878268	390320	82304
1786878269	390336	82304
1786878270	390368	82320
1786878271	390400	82320
1786878272	390416	82320
1786878273	390416	82320
1786878274	390416	82320
1786878276	390464	82320
1786878277	390464	82320
1786878278	390464	82320
1786878279	390464	82320
1786878280	390464	82320
1786878281	390464	82320
1786878282	390464	82320
1786878283	390480	82320
