1786873382	110712	32058960	120	4635899	3337749	86	13
1786873383	119068	32052016	134	4636735	3338565	97	13
1786873384	119284	32051772	148	4637569	3339382	107	13
1786873385	134200	32053072	162	4638406	3340200	117	13
1786873386	140736	32039088	176	4639238	3341016	129	13
1786873387	140736	32037412	190	4640074	3341834	138	13
1786873388	250892	31938160	200	4640911	3342382	404	13
1786873389	312780	31862076	200	4641730	3342418	1187	13
1786873390	327708	31849940	200	4642518	3342466	1953	13
1786873391	334548	31828900	200	4643329	3342502	2730	13
1786873392	425232	31719452	200	4644141	3342543	3503	13
1786873393	352412	31706940	200	4644962	3342581	4281	13
1786873394	354376	31703168	200	4645782	3342635	5049	13
1786873395	380508	31668540	200	4646603	3342677	5825	13
1786873396	374584	31676856	200	4647419	3342723	6597	13
1786873397	351748	31694908	200	4648227	3342766	7365	13
1786873398	355744	31690636	200	4649046	3342814	8133	13
1786873399	398316	31664432	200	4649873	3342857	8901	13
1786873401	559308	31451480	200	4650682	3342901	9682	13
1786873402	469248	31450724	200	4651485	3342936	10469	13
1786873403	423096	31475660	200	4652297	3342975	11247	13
1786873404	374604	31513792	200	4653113	3343021	12016	13
1786873405	370892	31535080	200	4653935	3343065	12791	13
1786873406	398032	31489476	200	4654757	3343109	13568	13
1786873407	365484	31524124	200	4655560	3343151	14338	13
1786873408	364016	31532156	200	4656374	3343199	15102	13
1786873409	415260	31497884	200	4657186	3343244	15874	13
1786873410	392008	31495552	200	4657998	3343285	16647	13
1786873411	449696	31451600	200	4658794	3343332	17417	13
1786873412	388512	31515212	200	4659610	3343373	18191	13
1786873413	371872	31531984	200	4660414	3343413	18970	13
1786873414	375048	31528968	200	4661213	3343458	19743	13
1786873415	424156	31483464	200	4662031	3343501	20511	13
1786873416	404932	31492472	200	4662831	3343539	21293	13
1786873417	375212	31515072	200	4663641	3343575	22079	13
1786873418	427152	31480556	200	4664478	3343617	22845	13
1786873419	437152	31467956	200	4665291	3343656	23622	13
1786873421	382404	31512028	200	4666104	3343693	24403	13
1786873422	394128	31489360	200	4666911	3343732	25182	13
1786873423	408832	31481056	200	4667709	3343783	25946	14
1786873424	384552	31495448	200	4668516	3343824	26716	14
1786873425	362396	31503008	200	4669323	3343862	27497	14
1786873426	395028	31496936	200	4670135	3343909	28268	14
1786873427	448576	31463956	200	4670949	3343954	29028	14
1786873428	430888	31461692	200	4671770	3343996	29807	14
1786873429	403524	31482004	200	4672583	3344040	30584	14
1786873430	408108	31482872	200	4673391	3344082	31356	14
1786873431	379456	31498572	200	4674193	3344118	32134	14
1786873432	386852	31497056	200	4675010	3344163	32910	14
1786873433	413396	31484956	200	4675808	3344203	33687	14
1786873434	415212	31483332	200	4676631	3344250	34450	14
1786873435	368068	31500360	200	4677437	3344300	35215	14
1786873436	368028	31511336	200	4678254	3344343	35984	14
1786873437	362392	31521584	200	4679070	3344381	36768	14
1786873438	369808	31518812	200	4679888	3344418	37549	14
