1786850812	30708	0	0	-1	1633460	0	326587	279642	8	0	-1	-1
1786850813	30708	0	0	-1	1633444	0	326748	279793	8	0	-1	-1
1786850813	30708	0	0	-1	1633444	0	326802	279837	8	0	-1	-1
1786850814	30708	0	0	-1	1633448	0	326963	279989	8	0	-1	-1
1786850814	30708	0	0	-1	1633448	0	327016	280034	8	0	-1	-1
1786850815	30708	0	0	-1	1633448	0	327180	280188	8	0	-1	-1
1786850815	30708	0	0	-1	1633448	0	327232	280230	8	0	-1	-1
1786850816	30708	0	0	-1	1633448	0	327394	280384	8	0	-1	-1
1786850816	30708	0	0	-1	1632704	0	327446	280427	8	0	-1	-1
1786850817	30708	0	0	-1	1631192	0	327607	280581	8	0	-1	-1
1786850817	30708	0	0	-1	1630940	0	327658	280624	8	0	-1	-1
1786850818	30708	0	0	-1	1630940	2	327874	280828	8	0	-1	-1
1786850819	34096	0	0	-1	1623848	28	328089	280994	46	0	-1	-1
1786850820	38864	0	0	-1	1623592	54	328300	281161	84	0	-1	-1
1786850822	41232	0	0	-1	1617512	80	328518	281330	121	0	-1	-1
1786850823	45488	0	0	-1	1613172	106	328733	281499	157	0	-1	-1
1786850824	51620	0	0	-1	1607060	132	328944	281669	193	0	-1	-1
1786850825	54344	0	0	-1	1602464	158	329156	281837	231	0	-1	-1
1786850826	58440	0	0	-1	1598140	184	329370	282007	266	0	-1	-1
1786850827	60676	0	0	-1	1593804	210	329585	282178	302	0	-1	-1
1786850828	63156	0	0	-1	1589048	236	329797	282346	338	0	-1	-1
1786850829	69492	0	0	-1	1584732	262	330010	282515	377	0	-1	-1
1786850830	71728	0	0	-1	1584536	288	330222	282684	413	0	-1	-1
1786850831	73776	0	0	-1	1584536	314	330435	282853	448	0	-1	-1
1786850832	82236	0	0	-1	1572264	340	330649	283020	486	0	-1	-1
1786850833	82432	0	0	-1	1572292	366	330866	283190	521	0	-1	-1
1786850835	84480	0	0	-1	1572340	392	331078	283356	560	0	-1	-1
1786850836	92888	0	0	-1	1564232	418	331292	283524	597	0	-1	-1
1786850837	94936	0	0	-1	1564244	444	331504	283691	633	0	-1	-1
1786850838	97216	0	0	-1	1560160	470	331720	283860	669	0	-1	-1
1786850839	101524	0	0	-1	1555824	496	331931	284028	706	0	-1	-1
1786850840	103768	0	0	-1	1555840	522	332144	284196	744	0	-1	-1
1786850841	105920	0	0	-1	1551504	548	332356	284363	780	0	-1	-1
1786850842	112064	0	0	-1	1543336	574	332573	284534	815	0	-1	-1
1786850843	118208	0	0	-1	1539248	600	332786	284699	856	0	-1	-1
1786850844	150816	0	0	-1	1506024	600	333017	284699	1062	0	-1	-1
1786850846	155352	0	0	-1	1501936	600	333245	284700	1280	0	-1	-1
1786850847	159448	0	0	-1	1497832	600	333478	284702	1497	0	-1	-1
1786850848	159704	0	0	-1	1497836	600	333711	284702	1719	0	-1	-1
1786850849	159704	0	0	-1	1497832	600	333935	284703	1940	0	-1	-1
1786850850	159972	0	0	-1	1497620	600	334165	284706	2149	0	-1	-1
1786850851	159972	0	0	-1	1497620	600	334399	284706	2370	0	-1	-1
1786850852	159972	0	0	-1	1497620	600	334632	284707	2591	0	-1	-1
1786850854	170564	0	0	-1	1489512	600	334865	284708	2812	0	-1	-1
1786850855	170564	0	0	-1	1489564	600	335088	284708	3035	0	-1	-1
1786850856	170564	0	0	-1	1489572	600	335322	284709	3248	0	-1	-1
1786850857	168072	0	0	-1	1489568	600	335552	284710	3471	0	-1	-1
1786850858	166152	0	0	-1	1489568	600	335788	284712	3690	0	-1	-1
1786850859	191360	0	0	-1	1469088	600	336011	284713	3910	0	-1	-1
1786850861	191588	0	0	-1	1469092	600	336243	284713	4124	0	-1	-1
1786850862	187760	0	0	-1	1469104	600	336467	284714	4343	0	-1	-1
1786850863	179944	0	0	-1	1469100	600	336693	284715	4557	0	-1	-1
1786850864	179944	0	0	-1	1469104	600	336849	284716	4798	0	-1	-1
1786850866	178988	0	0	-1	1469100	600	336937	284717	5052	0	-1	-1
