1786852743	31920	0	0	-1	3519916	0	700935	448574	8	0	-1	-1
1786852744	31920	0	0	-1	3530052	0	701150	448779	8	0	-1	-1
1786852746	33084	0	0	-1	3524952	0	701365	448984	8	0	-1	-1
1786852747	33084	0	0	-1	3522460	0	701581	449191	8	0	-1	-1
1786852748	33084	0	0	-1	3522460	0	701796	449398	8	0	-1	-1
1786852749	33084	0	0	-1	3522216	0	702013	449604	8	0	-1	-1
1786852750	33084	0	0	-1	3521968	0	702225	449809	8	0	-1	-1
1786852751	34784	0	0	-1	3517872	4	702442	450010	12	0	-1	-1
1786852752	35292	0	0	-1	3517368	12	702657	450200	29	0	-1	-1
1786852753	35492	0	0	-1	3517368	20	702869	450393	40	0	-1	-1
1786852754	37692	0	0	-1	3515896	30	703086	450585	52	0	-1	-1
1786852755	40124	0	0	-1	3511548	38	703300	450778	67	0	-1	-1
1786852756	40124	0	0	-1	3511056	46	703513	450971	79	0	-1	-1
1786852757	40432	0	0	-1	3510108	56	703732	451164	89	0	-1	-1
1786852758	42480	0	0	-1	3508092	64	703943	451357	104	0	-1	-1
1786852760	44876	0	0	-1	3508092	72	704160	451515	115	0	-1	-1
1786852761	44876	0	0	-1	3507336	80	704370	451708	127	0	-1	-1
1786852762	46924	0	0	-1	3502736	90	704589	451900	140	0	-1	-1
1786852763	48972	0	0	-1	3502244	98	704803	452092	155	0	-1	-1
1786852764	49252	0	0	-1	3502236	107	705014	452284	168	0	-1	-1
1786852765	49252	0	0	-1	3502236	116	705227	452477	180	0	-1	-1
1786852766	51476	0	0	-1	3498140	124	705438	452670	192	0	-1	-1
1786852767	53524	0	0	-1	3498140	132	705652	452864	203	0	-1	-1
1786852768	53524	0	0	-1	3504252	142	705870	453057	215	0	-1	-1
1786852769	55572	0	0	-1	3499940	150	706082	453251	227	0	-1	-1
1786852770	57620	0	0	-1	3499720	158	706295	453444	239	0	-1	-1
1786852771	57620	0	0	-1	3499220	168	706511	453637	250	0	-1	-1
1786852773	59844	0	0	-1	3499220	176	706722	453831	265	0	-1	-1
1786852774	59844	0	0	-1	3499224	184	706934	454023	277	0	-1	-1
1786852775	61892	0	0	-1	3499000	194	707150	454217	288	0	-1	-1
1786852776	70736	0	0	-1	3490572	200	707375	454354	359	0	-1	-1
1786852777	77044	0	0	-1	3490580	200	707606	454356	571	0	-1	-1
1786852778	77664	0	0	-1	3489068	200	707842	454359	791	0	-1	-1
1786852779	80020	0	0	-1	3484980	200	708064	454360	1012	0	-1	-1
1786852780	80276	0	0	-1	3484476	200	708295	454362	1224	0	-1	-1
1786852782	83332	0	0	-1	3474772	200	708522	454363	1443	0	-1	-1
1786852783	81064	0	0	-1	3474776	200	708750	454364	1659	0	-1	-1
1786852784	82648	0	0	-1	3473540	200	708989	454365	1877	0	-1	-1
1786852785	83800	0	0	-1	3473036	200	709218	454365	2102	0	-1	-1
1786852786	83292	0	0	-1	3473036	200	709449	454367	2319	0	-1	-1
1786852787	85400	0	0	-1	3471776	200	709674	454368	2540	0	-1	-1
1786852788	85336	0	0	-1	3471776	200	709905	454370	2757	0	-1	-1
1786852790	85820	0	0	-1	3468764	200	710130	454370	2973	0	-1	-1
1786852791	87228	0	0	-1	3468260	200	710356	454371	3184	0	-1	-1
1786852792	86280	0	0	-1	3467504	200	710580	454371	3398	0	-1	-1
1786852793	86188	0	0	-1	3467504	200	710807	454372	3610	0	-1	-1
1786852794	87532	0	0	-1	3467604	200	711028	454374	3824	0	-1	-1
1786852795	89516	0	0	-1	3467640	200	711267	454376	4037	0	-1	-1
1786852796	90636	0	0	-1	3465880	200	711488	454376	4262	0	-1	-1
1786852798	89284	0	0	-1	3465880	200	711710	454378	4472	0	-1	-1
1786852799	89752	0	0	-1	3465124	200	711935	454381	4679	0	-1	-1
1786852800	101416	0	0	-1	3463360	200	712157	454382	4893	0	-1	-1
1786852801	94708	0	0	-1	3463368	200	712379	454383	5105	0	-1	-1
1786852802	93944	0	0	-1	3463368	200	712606	454385	5318	0	-1	-1
1786852803	98636	0	0	-1	3461860	200	712840	454386	5532	0	-1	-1
1786852804	95636	0	0	-1	3461608	200	713068	454387	5753	0	-1	-1
1786852806	94232	0	0	-1	3461608	200	713299	454387	5973	0	-1	-1
1786852807	93276	0	0	-1	3461620	200	713530	454388	6191	0	-1	-1
1786852808	93276	0	0	-1	3461620	200	713764	454389	6408	0	-1	-1
1786852809	93276	0	0	-1	3461620	200	714001	454389	6633	0	-1	-1
1786852810	92240	0	0	-1	3461624	200	714226	454391	6857	0	-1	-1
1786852811	98868	0	0	-1	3446880	200	714465	454392	7070	0	-1	-1
1786852812	101144	0	0	-1	3446888	200	714688	454393	7293	0	-1	-1
1786852814	97208	0	0	-1	3446888	200	714920	454394	7506	0	-1	-1
1786852815	96568	0	0	-1	3446888	200	715154	454395	7725	0	-1	-1
1786852816	94976	0	0	-1	3457840	200	715389	454396	7948	0	-1	-1
1786852817	94976	0	0	-1	3455100	200	715613	454397	8168	0	-1	-1
1786852818	94976	0	0	-1	3453852	200	715842	454398	8383	0	-1	-1
1786852819	94084	0	0	-1	3453852	200	716078	454399	8601	0	-1	-1
1786852821	94084	0	0	-1	3453852	200	716305	454400	8820	0	-1	-1
1786852822	94084	0	0	-1	3453852	200	716532	454401	9039	0	-1	-1
1786852823	94340	0	0	-1	3453852	200	716764	454402	9253	0	-1	-1
1786852824	94340	0	0	-1	3453612	200	716999	454403	9472	0	-1	-1
1786852825	94340	0	0	-1	3452352	200	717224	454404	9697	0	-1	-1
1786852826	95172	0	0	-1	3452384	200	717447	454406	9908	0	-1	-1
1786852827	96512	0	0	-1	3451880	200	717669	454407	10120	0	-1	-1
1786852829	95324	0	0	-1	3451880	200	717892	454407	10329	0	-1	-1
1786852830	95324	0	0	-1	3451888	200	718120	454408	10543	0	-1	-1
1786852831	95324	0	0	-1	3451892	200	718347	454409	10757	0	-1	-1
1786852832	95252	0	0	-1	3451892	200	718571	454410	10973	0	-1	-1
1786852833	94220	0	0	-1	3451892	200	718804	454412	11185	0	-1	-1
1786852834	94220	0	0	-1	3451892	200	719026	454413	11405	0	-1	-1
1786852835	95608	0	0	-1	3451900	200	719257	454414	11617	0	-1	-1
1786852836	95868	0	0	-1	3450136	200	719476	454415	11832	0	-1	-1
1786852838	95868	0	0	-1	3450140	200	719710	454416	12044	0	-1	-1
1786852839	96152	0	0	-1	3450140	200	719939	454417	12264	0	-1	-1
1786852840	96388	0	0	-1	3450140	200	720162	454418	12485	0	-1	-1
1786852841	96388	0	0	-1	3450148	200	720383	454419	12694	0	-1	-1
1786852842	96040	0	0	-1	3450148	200	720622	454420	12907	0	-1	-1
1786852843	96040	0	0	-1	3450148	200	720855	454421	13133	0	-1	-1
1786852845	95532	0	0	-1	3450152	200	721082	454422	13354	0	-1	-1
1786852846	101284	0	0	-1	3447380	200	721304	454422	13569	0	-1	-1
1786852847	98608	0	0	-1	3446884	200	721530	454423	13780	0	-1	-1
1786852848	98608	0	0	-1	3446884	200	721752	454424	13994	0	-1	-1
1786852849	97744	0	0	-1	3446884	200	721980	454426	14204	0	-1	-1
1786852850	96960	0	0	-1	3446884	200	722212	454426	14420	0	-1	-1
1786852851	96960	0	0	-1	3446636	200	722448	454427	14643	0	-1	-1
1786852852	96960	0	0	-1	3446888	200	722669	454428	14863	0	-1	-1
1786852854	95272	0	0	-1	3455972	200	722894	454429	15077	0	-1	-1
1786852855	95272	0	0	-1	3454964	200	723116	454430	15287	0	-1	-1
1786852856	95532	0	0	-1	3451688	200	723342	454431	15500	0	-1	-1
1786852857	95532	0	0	-1	3451688	200	723573	454433	15714	0	-1	-1
1786852858	95532	0	0	-1	3451700	200	723801	454434	15933	0	-1	-1
1786852859	95532	0	0	-1	3451700	200	724030	454435	16149	0	-1	-1
1786852860	94656	0	0	-1	3450192	200	724254	454436	16369	0	-1	-1
1786852862	95144	0	0	-1	3450192	200	724473	454437	16578	0	-1	-1
1786852863	95624	0	0	-1	3450196	200	724700	454438	16788	0	-1	-1
1786852864	95624	0	0	-1	3450200	200	724924	454438	17009	0	-1	-1
1786852865	95624	0	0	-1	3450204	200	725158	454439	17220	0	-1	-1
1786852866	95624	0	0	-1	3450204	200	725385	454440	17444	0	-1	-1
1786852867	95876	0	0	-1	3450204	200	725612	454440	17656	0	-1	-1
1786852868	95876	0	0	-1	3450204	200	725837	454442	17876	0	-1	-1
1786852869	95876	0	0	-1	3450212	200	726062	454443	18088	0	-1	-1
1786852871	94916	0	0	-1	3450212	200	726293	454444	18303	0	-1	-1
1786852872	94916	0	0	-1	3450216	200	726531	454445	18527	0	-1	-1
1786852873	94916	0	0	-1	3450216	200	726769	454446	18751	0	-1	-1
1786852874	95140	0	0	-1	3450224	200	726993	454446	18982	0	-1	-1
1786852876	95140	0	0	-1	3449972	200	727129	454447	19222	0	-1	-1
1786852877	95140	0	0	-1	3449960	0	727320	454585	19316	0	-1	-1
1786852878	95140	0	0	-1	3449960	0	727535	454791	19316	0	-1	-1
1786852879	95140	0	0	-1	3449964	0	727749	454997	19316	0	-1	-1
1786852880	95140	0	0	-1	3449208	0	727964	455203	19316	0	-1	-1
1786852881	95140	0	0	-1	3456872	0	728180	455409	19316	0	-1	-1
1786852882	95140	0	0	-1	3456116	0	728394	455614	19316	0	-1	-1
1786852883	95140	0	0	-1	3454856	0	728606	455819	19316	0	-1	-1
1786852884	95140	0	0	-1	3454100	0	728823	456024	19316	0	-1	-1
1786852885	95140	0	0	-1	3451104	0	729037	456223	19316	0	-1	-1
1786852886	95140	0	0	-1	3449360	0	729254	456422	19316	0	-1	-1
