level	repeat	idle_rss_kb	load_rss_kb	delta_kb	established	kb_per_session	conn_app_max	throughput	p50_ms	p95_ms	p99_ms	err_rate	valid
100	1	23376	158372	134996	100	1350.0	200	37.61304954318073	1013.609	6544.684	11259.113	0	true
100	2	22920	164844	141924	100	1419.2	200	25.808783470172727	1077.799	9448.326	12264.008	0	true
100	3	19748	159744	139996	100	1400.0	200	26.377284830237873	1086.865	9824.059	13231.78	0	true
250	1	19416	384240	364824	250	1459.3	500	22.107816915870146	5612.99	24810.04	28473.29	0.0183206106870229	true
250	2	20148	376136	355988	250	1424.0	500	20.901324343056945	6199.774	24545.697	27784.445	0.015692640692640692	true
250	3	20672	371136	350464	250	1401.9	500	21.330120280921427	5677.716	24352.811	27446.51	0.019148936170212766	true
500	1	22880	763188	740308	500	1480.6	998	18.38089727726227	10151.114	28182.001	29763.221	0.6531346351490236	true
500	2	21852	745628	723776	500	1447.6	1000	14.816469093337387	18719.136	29257.274	29730.743	0.8910828025477707	true
500	3	22532	744748	722216	500	1444.4	1000	14.69411919080481	22779.329	28045.188	29293.49	0.8237179487179487	true
