level	repeat	idle_rss_kb	load_rss_kb	delta_kb	established	kb_per_session	conn_app_max	throughput	p50_ms	p95_ms	p99_ms	err_rate	valid
100	1	21272	174896	153624	100	1536.2	200	17.527459746261457	1106.594	19850.85	25481.986	0.009283819628647215	true
100	2	22924	173632	150708	100	1507.1	200	9.599837485673339	3994.37	24664.102	28226.43	0.02155688622754491	true
100	3	22852	133348	110496	100	1105.0	200	9.526316926657284	6600.903	23490.46	28319.332	0.00853658536585366	true
250	1	22924	403660	380736	250	1522.9	496	8.003919507703058	18480.214	28462.583	29454.979	0.7378984651711924	true
250	2	20724	370716	349992	250	1400.0	499	7.518474327635319	19573.867	29010.993	29268.57	0.8721804511278195	true
250	3	20660	413300	392640	250	1570.6	500	7.325549796098685	20440.203	29606.264	29794.493	0.9123711340206185	true
500	1	22252	599140	576888	447	1290.6	894	12.850105670398497	17244.655	26741.309	29201.421	0.9618208516886931	true
