1786809162	22048	92836	7	2	1622176	0	7
1786809163	22048	92836	7	2	1618080	0	7
1786809163	22048	92836	7	2	1617576	0	7
1786809164	22048	92836	7	2	1616820	0	7
1786809165	22048	92836	7	2	1616824	0	7
1786809166	22048	92836	7	2	1616828	0	7
1786809166	31960	95376	7	2	1611496	1	7
1786809167	34384	95376	7	2	1606728	3	7
1786809167	34384	95376	7	2	1602632	4	7
1786809168	37636	95376	7	2	1597368	6	7
1786809168	39684	95376	7	2	1592832	7	7
1786809169	38924	95376	7	2	1592080	9	7
1786809169	41752	95376	7	2	1591856	9	7
1786809170	41820	95376	7	2	1592024	12	7
1786809170	41780	95376	7	2	1592024	12	7
1786809171	42048	95376	7	2	1592032	15	7
1786809171	42296	95376	7	2	1592032	15	7
1786809172	42500	95376	7	2	1592052	17	7
1786809173	42500	95376	7	2	1587964	18	7
1786809174	47528	95376	7	2	1583872	20	7
1786809174	47528	95376	7	2	1583872	21	7
1786809175	49288	95376	7	2	1583880	23	7
1786809175	49288	95376	7	2	1583880	24	7
1786809176	51588	95376	7	2	1579804	26	7
1786809176	51588	95376	7	2	1579804	26	7
1786809177	51588	95376	7	2	1577572	29	7
1786809177	53636	95376	7	2	1572792	29	7
1786809178	55884	95376	7	2	1571284	32	7
1786809179	57932	95376	7	2	1571288	35	7
1786809181	58116	95376	7	2	1571072	38	7
1786809182	58116	95376	7	2	1571080	41	7
1786809183	64460	95376	7	2	1560416	43	7
1786809184	66700	95376	7	2	1554808	46	7
1786809185	68748	95376	7	2	1554816	49	7
1786809186	75092	122432	9	5	1542376	100	10
1786809187	109432	172804	12	7	1517892	100	12
1786809189	91464	172804	12	7	1512852	100	12
1786809190	81096	172804	12	7	1511364	100	12
1786809191	88692	172804	12	7	1508604	100	12
1786809192	86288	172804	12	7	1505976	100	12
1786809194	87656	172804	12	7	1505992	100	12
1786809195	80540	172804	12	7	1506000	100	12
1786809196	85932	172804	12	7	1506012	100	12
1786809197	87468	172804	12	7	1503264	100	12
1786809198	90536	172804	12	7	1499744	100	12
1786809200	89724	172804	12	7	1499816	100	12
1786809201	80552	172804	12	7	1499364	100	12
1786809202	91348	172804	12	7	1495852	100	12
1786809203	82480	172804	12	7	1495356	100	12
1786809204	87656	172804	12	7	1494616	100	12
1786809206	87864	172804	12	7	1494384	100	12
1786809207	85152	172804	12	7	1494400	100	12
1786809208	81704	172804	12	7	1494408	100	12
1786809209	89220	172804	12	7	1494416	100	12
1786809210	85528	172804	12	7	1491664	100	12
1786809212	92240	172804	12	7	1491664	100	12
1786809215	101684	172804	12	7	1483608	100	12
1786809216	109660	172804	12	7	1479084	100	12
1786809218	107248	172804	12	7	1476840	100	12
1786809220	110028	172804	12	7	1476840	100	12
1786809223	119720	173608	12	7	1468656	100	12
1786809224	112656	173608	12	7	1468676	100	12
1786809226	109048	173608	12	7	1468676	100	12
1786809228	107800	173608	12	7	1468676	100	12
1786809230	109092	173608	12	7	1468700	100	12
1786809232	109472	173608	12	7	1467956	100	12
1786809234	110244	173608	12	7	1466200	100	12
1786809236	111516	173608	12	7	1466200	100	12
1786809238	111688	173608	12	7	1466212	100	12
1786809240	103604	173608	12	7	1465976	100	12
1786809242	106112	173608	12	7	1462196	100	12
1786809244	107856	173608	12	7	1459676	100	12
1786809246	110012	173608	12	7	1459692	100	12
1786809248	107252	173608	12	7	1459704	100	12
1786809250	111636	173608	12	7	1459708	100	12
1786809252	110560	173608	12	7	1459708	100	12
1786809253	117472	173608	12	7	1459008	100	12
1786809254	117472	173608	12	7	1459012	0	12
1786809255	117472	173608	12	7	1459020	0	12
1786809256	117472	173608	12	7	1458516	0	12
1786809257	117472	173608	12	7	1458520	0	12
1786809258	117472	173608	12	7	1458520	0	12
1786809260	117472	173608	12	7	1458016	0	12
1786809261	117472	173608	12	7	1458104	0	12
1786809262	117472	173608	12	7	1458132	0	12
1786809263	117472	173608	12	7	1456880	0	12
1786809264	117472	173608	12	7	1454612	0	12
1786809265	117472	173608	12	7	1451336	0	12
1786809266	117472	176676	12	7	1450092	0	12
