1786807457	26420	79812	6	-1	1615872	0
1786807459	26420	79812	6	-1	1615872	0
1786807460	26420	79812	6	-1	1615880	0
1786807461	26420	79812	6	-1	1615880	0
1786807462	33444	79812	6	-1	1611532	2
1786807463	34048	79812	6	-1	1611532	3
1786807464	36604	79812	6	-1	1611532	4
1786807465	36828	79812	6	-1	1611540	6
1786807466	38856	79812	6	-1	1602248	7
1786807467	41116	79812	6	-1	1601996	8
1786807468	41116	79812	6	-1	1601996	10
1786807469	41276	79812	6	-1	1601996	11
1786807470	41484	79812	6	-1	1602000	12
1786807471	41484	79812	6	-1	1601752	13
1786807472	41484	79812	6	-1	1601752	15
1786807473	43532	79812	6	-1	1601752	16
1786807474	43720	79812	6	-1	1601752	17
1786807475	45920	79812	6	-1	1598076	19
1786807476	47768	79812	6	-1	1598136	20
1786807478	48008	79812	6	-1	1503888	22
1786807479	50056	79812	6	-1	1167404	23
1786807480	52104	79812	6	-1	647528	24
1786807481	61060	78696	6	-1	1578812	50
1786807482	66492	78696	6	-1	1571440	50
1786807483	56100	78696	6	-1	1570432	50
1786807484	55868	78696	6	-1	1568920	50
1786807485	53688	78696	6	-1	1570096	50
1786807486	54580	78696	6	-1	1570176	50
1786807488	54708	78696	6	-1	1568924	50
1786807489	57748	78696	6	-1	1567720	50
1786807490	57884	78696	6	-1	1567720	50
1786807491	58752	78696	6	-1	1564192	50
1786807492	59616	78696	6	-1	1563184	50
1786807493	54544	78696	6	-1	1561680	50
1786807494	57652	78696	6	-1	1561680	50
1786807495	56188	78696	6	-1	1561680	50
1786807496	56116	78696	6	-1	1561672	50
1786807497	54948	78696	6	-1	1561672	50
1786807498	56508	78696	6	-1	1561680	50
1786807499	56192	78696	6	-1	1561680	50
1786807500	58216	78696	6	-1	1561680	50
1786807501	57436	78696	6	-1	1561680	50
1786807502	57740	78696	6	-1	1563756	50
1786807503	55936	78696	6	-1	1563756	50
1786807505	56904	78696	6	-1	1563764	50
1786807506	61532	78696	6	-1	1563512	50
1786807507	55364	78696	6	-1	1563008	50
1786807508	56136	78696	6	-1	1562252	50
1786807509	57792	78696	6	-1	1562252	50
1786807510	56824	78696	6	-1	1560748	50
1786807511	56160	78696	6	-1	1560748	50
1786807512	58184	78696	6	-1	1560748	50
1786807513	57676	78696	6	-1	1560748	50
1786807514	55516	78696	6	-1	1560748	50
1786807515	56360	78696	6	-1	1560756	50
1786807516	59204	78696	6	-1	1560756	50
1786807517	57640	78696	6	-1	1560756	50
1786807518	60452	78696	6	-1	1560756	50
1786807519	59608	78696	6	-1	1560756	50
1786807520	60856	78696	6	-1	1560764	50
1786807522	57912	78696	6	-1	1560764	50
1786807523	60044	78696	6	-1	1560764	50
1786807524	57188	78696	6	-1	1560764	50
1786807525	58552	78696	6	-1	1560772	50
1786807526	56228	78696	6	-1	1560772	50
1786807527	61584	78696	6	-1	1560772	50
1786807528	57744	78696	6	-1	1560856	50
1786807529	57728	78696	6	-1	1560900	50
1786807530	57776	78696	6	-1	1560900	50
1786807531	57704	78696	6	-1	1560908	50
1786807532	56836	78696	6	-1	1560908	50
1786807533	57236	78696	6	-1	1560908	50
1786807534	61660	78696	6	-1	1560908	50
1786807535	57232	78696	6	-1	1560908	50
1786807536	57200	78696	6	-1	1560908	50
1786807538	59192	78696	6	-1	1560412	50
1786807539	63604	78696	6	-1	1557388	50
1786807540	58688	78696	6	-1	1557388	50
1786807541	59428	78696	6	-1	1557388	50
1786807542	58820	78696	6	-1	1557508	50
1786807543	56616	78696	6	-1	1556760	50
1786807544	57508	78696	6	-1	1556760	50
1786807545	59796	78696	6	-1	1556760	50
1786807546	58476	78696	6	-1	1556760	50
1786807547	57764	78696	6	-1	1556760	0
1786807548	57764	78696	6	-1	1556760	0
1786807549	57764	78696	6	-1	1556764	0
1786807550	57764	78696	6	-1	1556768	0
1786807551	57764	78696	6	-1	1556768	0
1786807552	57764	78696	6	-1	1556768	0
1786807553	57764	78696	6	-1	1556768	0
1786807554	57764	78696	6	-1	1556768	0
1786807555	57764	78696	6	-1	1556776	0
1786807557	57764	78696	6	-1	1556776	0
1786807558	57764	78696	6	-1	1556776	0
1786807559	57764	78696	6	-1	1556524	0
1786807560	57764	78696	6	-1	1556192	0
