1786810903	23220	0	0	-1	1637896	0	-1
1786810903	23220	0	0	-1	1635632	0	-1
1786810904	23220	0	0	-1	1635140	0	-1
1786810905	23220	0	0	-1	1635140	0	-1
1786810905	23220	0	0	-1	1635140	0	-1
1786810906	23220	0	0	-1	1633880	0	-1
1786810906	23220	0	0	-1	1633884	0	-1
1786810907	34056	0	0	-1	1625468	2	-1
1786810907	34420	0	0	-1	1625216	3	-1
1786810908	36516	0	0	-1	1621124	5	-1
1786810908	36544	0	0	-1	1620620	6	-1
1786810909	38752	0	0	-1	1619880	8	-1
1786810909	38936	0	0	-1	1619152	9	-1
1786810910	41404	0	0	-1	1619156	11	-1
1786810910	41404	0	0	-1	1618904	12	-1
1786810911	41548	0	0	-1	1616384	13	-1
1786810912	41404	0	0	-1	1614116	14	-1
1786810912	43960	0	0	-1	1609520	16	-1
1786810913	43960	0	0	-1	1609016	17	-1
1786810913	46008	0	0	-1	1608008	19	-1
1786810914	46008	0	0	-1	1607764	20	-1
1786810914	48244	0	0	-1	1603168	22	-1
1786810915	48244	0	0	-1	1624324	23	-1
1786810916	50480	0	0	-1	1623120	24	-1
1786810916	50680	0	0	-1	1622364	25	-1
1786810917	50680	0	0	-1	1620856	28	-1
1786810918	55044	0	0	-1	1616284	31	-1
1786810919	57092	0	0	-1	1611944	34	-1
1786810920	57572	0	0	-1	1611948	37	-1
1786810922	57572	0	0	-1	1611444	39	-1
1786810923	61668	0	0	-1	1607348	42	-1
1786810924	63716	0	0	-1	1605836	45	-1
1786810925	63896	0	0	-1	1605620	48	-1
1786810926	65944	0	0	-1	1604472	50	-1
1786810927	98264	0	0	-1	1569480	100	-1
1786810928	86612	0	0	-1	1557200	100	-1
1786810929	81684	0	0	-1	1554444	100	-1
1786810931	87444	0	0	-1	1550924	100	-1
1786810932	85184	0	0	-1	1544372	100	-1
1786810933	86236	0	0	-1	1541348	100	-1
1786810934	76264	0	0	-1	1541352	100	-1
1786810935	83320	0	0	-1	1541360	100	-1
1786810936	85280	0	0	-1	1540352	100	-1
1786810937	79216	0	0	-1	1540352	100	-1
1786810939	79356	0	0	-1	1540356	100	-1
1786810940	90040	0	0	-1	1538592	100	-1
1786810941	83604	0	0	-1	1537332	100	-1
1786810942	86984	0	0	-1	1536076	100	-1
1786810943	85484	0	0	-1	1535576	100	-1
1786810944	85184	0	0	-1	1535576	100	-1
1786810946	83824	0	0	-1	1535576	100	-1
1786810947	80408	0	0	-1	1535588	100	-1
1786810948	87640	0	0	-1	1531052	100	-1
1786810949	84380	0	0	-1	1528784	100	-1
1786810950	87340	0	0	-1	1528784	100	-1
1786810951	85892	0	0	-1	1528788	100	-1
1786810952	89316	0	0	-1	1526776	100	-1
1786810954	82428	0	0	-1	1526776	100	-1
1786810955	88408	0	0	-1	1526776	100	-1
1786810957	97564	0	0	-1	1523252	100	-1
1786810959	101180	0	0	-1	1520984	100	-1
1786810961	99284	0	0	-1	1520984	100	-1
1786810963	104264	0	0	-1	1517960	100	-1
1786810964	106516	0	0	-1	1517464	100	-1
1786810966	105072	0	0	-1	1513368	100	-1
1786810968	103728	0	0	-1	1513368	100	-1
1786810970	102276	0	0	-1	1513372	100	-1
1786810971	100352	0	0	-1	1513376	100	-1
1786810973	98672	0	0	-1	1513376	100	-1
1786810975	98908	0	0	-1	1513128	100	-1
1786810977	99124	0	0	-1	1512876	100	-1
1786810978	99684	0	0	-1	1540092	100	-1
1786810980	102020	0	0	-1	1539092	100	-1
1786810982	105304	0	0	-1	1539092	100	-1
1786810983	101872	0	0	-1	1537836	100	-1
1786810985	102132	0	0	-1	1537844	100	-1
1786810987	103104	0	0	-1	1533748	100	-1
1786810988	109728	0	0	-1	1533748	100	-1
1786810990	109992	0	0	-1	1533756	100	-1
1786810992	106000	0	0	-1	1533756	100	-1
1786810994	108472	0	0	-1	1560732	100	-1
1786810995	98712	0	0	-1	1558220	0	-1
1786810996	98712	0	0	-1	1557720	0	-1
1786810997	98712	0	0	-1	1557720	0	-1
1786810998	104364	0	0	-1	1552868	0	-1
1786810999	104364	0	0	-1	1552952	0	-1
1786811000	104364	0	0	-1	1552756	0	-1
1786811001	104364	0	0	-1	1552756	0	-1
1786811002	104364	0	0	-1	1552504	0	-1
1786811004	104364	0	0	-1	1552504	0	-1
1786811005	104364	0	0	-1	1552508	0	-1
1786811006	104364	0	0	-1	1549768	0	-1
1786811007	104364	0	0	-1	1548760	0	-1
